gender,height,weight,chest,waist,hip,thigh,calf,arm,shoulder,neck_length,thigh_calf_ratio,torso_leg_ratio
M,182.8,74.4,99.7,85.0,94.2,56.2,37.4,33.6,41.0,10.8,1.1,0.786
M,180.2,87.0,107.4,91.8,99.5,57.8,38.5,35.7,40.4,6.5,1.097,0.786
M,186.7,82.8,100.0,85.6,102.5,59.2,39.1,34.9,44.3,11.4,1.116,0.786
M,176.2,75.9,98.8,81.2,98.2,57.7,37.5,33.6,40.1,9.0,1.119,0.786
M,170.3,66.3,95.7,80.4,94.0,54.3,36.0,31.2,41.8,11.8,1.112,0.786
M,174.5,72.8,96.8,83.7,101.5,60.5,36.5,32.3,41.1,11.3,1.121,0.786
M,171.2,75.4,104.1,84.4,98.6,58.5,40.2,33.6,43.2,9.8,1.113,0.786
M,171.6,76.8,103.5,86.4,101.0,62.6,37.7,33.8,41.5,3.3,1.114,0.786
M,179.6,78.9,96.7,79.0,102.9,63.1,40.0,33.5,38.4,8.4,1.133,0.786
M,171.1,78.4,104.8,95.7,98.8,59.0,39.1,37.5,38.0,8.7,1.087,0.786
M,168.8,61.8,92.7,74.4,91.7,53.4,37.7,31.1,40.0,10.7,1.121,0.786
M,180.4,78.0,97.4,86.9,100.5,57.0,36.5,34.5,43.0,10.3,1.11,0.786
M,171.3,83.2,98.3,85.5,106.4,66.2,42.0,36.7,41.4,11.5,1.129,0.786
M,170.5,65.8,90.7,77.6,92.6,53.2,37.6,31.4,40.0,11.2,1.115,0.786
M,173.2,77.6,97.2,84.4,104.5,63.1,41.1,35.1,38.9,10.4,1.126,0.786
M,168.2,69.1,92.6,87.4,96.4,57.0,39.1,32.4,40.3,11.3,1.101,0.786
M,174.3,89.0,107.5,95.0,106.3,63.9,41.0,36.4,39.9,3.7,1.106,0.786
F,158.6,79.9,104.1,92.5,108.4,67.2,42.6,36.3,35.1,9.2,1.12,0.786
F,161.3,54.8,86.9,71.9,88.5,51.6,39.9,27.8,34.3,8.4,1.121,0.786
F,163.1,55.4,86.9,69.6,93.8,53.2,37.0,28.0,35.4,10.2,1.139,0.786
F,161.8,52.1,83.6,69.2,93.5,54.1,36.4,25.3,35.4,9.7,1.14,0.786
F,160.4,53.3,83.9,69.2,93.2,53.9,35.0,26.7,33.0,8.7,1.14,0.786
F,166.5,61.7,92.8,72.4,96.1,59.9,38.1,29.2,33.5,8.4,1.137,0.786
F,161.0,47.4,84.6,66.5,88.3,54.2,29.9,26.6,33.2,6.9,1.134,0.786
F,158.5,49.2,83.5,67.7,89.8,54.6,32.9,28.7,33.5,9.7,1.136,0.786
F,149.7,69.7,103.7,93.8,107.3,67.8,39.2,34.9,35.8,5.5,1.116,0.786
F,163.3,50.7,80.9,70.3,89.3,53.9,32.5,26.5,34.3,9.3,1.127,0.786
F,161.9,55.6,83.5,73.2,94.0,59.4,36.0,28.0,33.5,9.0,1.131,0.786
F,155.6,52.0,86.5,74.8,90.5,56.2,31.5,27.8,31.5,7.0,1.12,0.786
F,157.8,59.6,92.5,80.9,98.0,59.1,36.3,28.7,32.6,7.6,1.123,0.786
F,162.5,51.3,83.9,66.0,89.7,54.7,33.2,25.2,34.4,9.3,1.138,0.786
F,160.6,48.7,83.8,67.8,90.2,53.1,32.5,25.9,35.0,9.5,1.136,0.786
F,166.8,66.2,96.1,76.7,100.7,58.9,38.5,28.6,36.1,9.8,1.138,0.786
F,163.5,52.7,87.7,71.3,89.1,53.1,35.2,27.2,35.5,7.6,1.124,0.786
F,162.3,48.8,84.5,66.0,89.1,49.6,32.4,26.2,35.0,8.6,1.137,0.786
F,165.3,59.3,87.3,71.6,96.6,60.1,35.1,28.5,35.7,9.5,1.14,0.786
F,156.0,51.0,90.4,74.4,92.0,52.1,31.7,25.5,34.7,9.1,1.125,0.786
F,162.7,88.5,110.9,99.9,111.0,69.4,38.8,38.2,36.8,4.2,1.107,0.786
F,169.0,57.5,88.9,73.5,90.8,51.4,33.6,27.8,35.2,10.7,1.121,0.786
F,157.4,43.4,79.4,69.9,84.4,49.7,33.7,23.5,33.4,8.7,1.117,0.786
F,160.0,57.0,86.8,71.3,94.7,60.9,35.3,28.8,33.3,8.4,1.138,0.786
F,151.2,44.2,82.5,63.9,82.9,49.7,34.5,24.8,34.1,7.2,1.13,0.786
F,161.2,64.0,95.7,83.5,98.8,60.1,37.0,31.5,35.7,6.0,1.118,0.786
M,170.9,65.1,100.3,71.8,91.8,56.1,38.2,33.0,37.7,8.4,1.127,0.786
M,173.9,59.4,94.8,73.9,88.9,55.4,33.7,27.8,42.0,10.3,1.115,0.786
M,171.0,63.0,101.3,77.5,88.6,53.6,37.3,30.0,39.9,9.2,1.106,0.786
M,179.8,88.5,113.3,94.6,102.4,64.8,38.9,37.0,42.2,8.6,1.097,0.786
M,169.4,77.5,104.9,92.8,100.4,64.9,39.1,33.9,39.1,6.9,1.098,0.786
M,176.1,66.5,101.6,73.5,91.7,56.4,37.0,32.5,40.6,10.6,1.121,0.786
M,178.1,73.7,109.1,82.3,94.0,56.0,36.1,31.6,41.4,10.5,1.106,0.786
M,170.2,55.3,89.4,68.9,87.2,51.1,33.8,26.6,38.9,9.0,1.123,0.786
M,174.8,81.1,102.3,88.8,101.4,64.5,42.6,33.8,39.7,9.7,1.109,0.786
M,164.8,85.2,109.3,101.3,102.9,66.2,41.8,36.3,37.7,7.2,1.084,0.786
M,174.5,63.1,95.1,73.7,90.4,54.1,35.7,28.4,38.8,8.1,1.118,0.786
M,168.7,67.0,105.7,80.8,91.7,57.5,34.8,33.5,36.1,9.2,1.106,0.786
M,174.6,58.9,92.8,72.2,87.5,52.0,34.7,29.0,37.9,10.9,1.115,0.786
M,175.4,73.1,101.4,82.3,102.7,60.2,40.1,33.0,40.8,11.6,1.127,0.786
M,176.7,83.7,104.1,96.9,106.1,67.5,40.4,36.2,40.1,11.4,1.101,0.786
M,180.0,72.1,102.9,79.1,95.6,59.5,35.0,33.2,40.6,9.4,1.117,0.786
F,159.0,42.3,78.8,62.5,83.7,47.5,31.4,23.6,34.8,8.7,1.133,0.786
F,155.7,41.3,79.1,64.8,83.9,47.6,30.4,23.5,32.7,9.1,1.129,0.786
F,163.5,51.1,87.2,69.8,87.6,51.2,25.5,26.3,34.0,8.3,1.124,0.786
F,167.8,57.3,84.9,74.5,99.2,58.1,33.1,28.2,33.9,10.2,1.139,0.786
F,159.0,51.3,84.7,74.0,92.5,55.3,33.6,27.5,35.7,9.1,1.127,0.786
F,161.8,56.4,90.0,78.4,92.6,57.2,34.2,26.0,35.6,6.7,1.115,0.786
F,161.6,67.6,95.4,81.8,100.8,61.1,38.9,30.8,33.3,7.1,1.127,0.786
F,151.9,64.7,104.7,85.4,93.3,60.1,38.2,33.8,35.4,7.5,1.101,0.786
F,162.3,59.1,92.7,77.0,97.1,57.7,34.9,29.4,35.7,8.6,1.13,0.786
F,162.6,52.3,83.3,71.5,90.8,55.3,34.8,28.0,33.3,8.7,1.127,0.786
F,171.6,63.6,91.8,78.8,95.4,57.2,34.9,28.3,36.3,7.2,1.119,0.786
F,164.4,50.0,82.9,70.4,88.0,53.2,32.5,25.7,35.0,8.2,1.123,0.786
F,157.1,43.6,80.3,62.8,82.8,49.3,32.6,24.9,32.2,6.9,1.131,0.786
F,161.8,61.6,90.5,77.8,94.9,58.2,37.3,28.9,33.5,8.4,1.122,0.786
M,171.0,71.8,103.5,84.8,95.9,58.5,39.4,32.0,40.6,8.6,1.106,0.786
M,174.1,69.2,100.7,80.7,94.3,55.1,39.8,31.9,38.4,7.0,1.111,0.786
M,168.6,71.8,102.6,89.3,97.4,60.0,38.1,32.5,37.8,9.0,1.099,0.786
M,187.6,83.0,105.7,80.1,100.5,63.3,38.9,35.6,42.3,11.4,1.123,0.786
M,173.3,63.7,100.5,76.2,89.7,52.1,35.5,32.1,40.7,10.8,1.111,0.786
M,175.8,56.6,86.1,71.3,89.0,51.7,34.8,27.3,39.2,11.1,1.12,0.786
M,168.0,68.6,102.4,86.1,95.1,61.6,36.8,31.3,39.0,8.6,1.101,0.786
M,184.5,95.9,107.8,100.5,108.5,69.1,42.2,37.2,43.0,9.5,1.097,0.786
M,180.6,63.6,92.3,78.3,89.2,53.1,35.8,28.9,41.2,12.0,1.104,0.786
M,178.0,76.6,101.1,87.0,100.5,62.5,40.7,30.9,39.7,8.5,1.11,0.786
M,173.9,77.8,109.2,88.1,98.3,59.9,41.3,34.3,41.0,9.0,1.103,0.786
M,183.6,85.3,105.1,92.4,101.6,65.0,38.2,34.0,43.5,8.6,1.1,0.786
M,164.4,66.2,98.4,82.2,95.5,59.2,37.2,33.2,35.9,8.6,1.112,0.786
M,182.9,65.5,99.9,76.4,89.3,53.1,35.9,31.5,44.1,11.8,1.108,0.786
M,175.2,60.6,92.4,68.5,88.4,54.1,36.7,29.9,36.0,11.0,1.125,0.786
M,163.4,52.1,88.6,77.7,86.2,48.9,31.3,29.0,37.2,9.2,1.101,0.786
M,175.1,92.7,111.6,100.2,106.0,68.0,45.3,36.3,38.0,5.8,1.093,0.786
M,165.6,70.2,99.9,95.4,99.4,60.4,37.2,29.0,38.2,6.6,1.09,0.786
M,178.3,76.2,103.8,84.7,99.7,59.8,38.8,33.1,42.0,10.2,1.114,0.786
M,164.6,63.8,95.5,80.6,97.7,58.8,39.7,31.1,39.0,9.9,1.122,0.786
M,184.4,76.2,104.9,81.4,98.2,58.0,35.9,32.9,40.9,7.3,1.116,0.786
M,174.7,74.6,106.9,86.5,98.1,61.6,39.3,33.0,39.5,8.2,1.107,0.786
M,174.4,81.1,112.2,87.4,97.1,60.4,38.8,36.0,41.0,9.3,1.102,0.786
M,181.6,70.2,98.7,78.9,92.4,55.2,37.4,30.8,41.7,8.6,1.11,0.786
M,169.3,85.0,108.9,92.6,99.9,62.1,45.3,36.6,39.8,6.4,1.097,0.786
M,174.2,86.1,109.0,100.8,103.1,64.6,39.9,35.5,40.2,10.6,1.085,0.786
M,177.7,69.0,99.9,79.6,95.8,57.4,37.1,29.6,40.8,8.8,1.116,0.786
M,177.5,70.4,100.0,80.5,94.2,58.2,38.7,32.3,37.7,10.1,1.111,0.786
M,178.5,82.5,103.4,98.3,102.4,61.5,38.1,33.4,39.6,8.4,1.089,0.786
M,165.2,57.3,90.0,74.7,88.8,51.9,35.5,28.6,39.5,9.0,1.114,0.786
M,171.1,81.7,102.6,88.0,101.0,59.7,42.2,36.4,40.4,10.2,1.11,0.786
M,171.2,88.0,99.6,95.3,106.1,67.0,43.8,36.8,40.5,8.7,1.105,0.786
M,165.9,81.7,105.8,92.5,105.2,63.5,39.3,35.8,42.0,9.4,1.111,0.786
M,166.9,67.4,93.2,81.2,93.5,54.5,39.2,31.4,39.0,10.8,1.109,0.786
M,175.9,95.5,110.0,99.2,106.6,67.1,43.4,38.0,43.7,8.6,1.097,0.786
M,178.3,82.1,105.5,90.2,102.4,64.0,42.4,34.0,41.2,12.3,1.107,0.786
M,175.1,99.9,113.2,105.7,108.0,68.5,41.5,40.1,39.8,6.4,1.085,0.786
M,173.7,63.6,96.7,75.1,91.3,54.1,35.5,31.1,38.3,9.5,1.117,0.786
M,177.2,66.7,96.5,72.0,92.5,52.7,38.7,31.8,41.0,12.0,1.126,0.786
M,182.0,83.1,106.8,84.4,99.4,62.0,40.6,37.3,42.0,7.9,1.113,0.786
M,179.4,75.7,96.3,82.9,100.3,61.2,38.0,32.4,41.3,9.7,1.119,0.786
M,179.7,92.9,107.2,90.0,109.0,68.5,43.2,35.8,41.0,8.0,1.122,0.786
M,178.5,113.4,117.3,107.2,119.2,74.5,45.0,43.2,44.5,9.4,1.107,0.786
M,176.4,69.2,98.0,82.6,95.9,55.3,36.4,31.0,39.2,8.2,1.11,0.786
M,169.4,69.1,92.0,81.3,99.8,61.4,37.3,32.6,37.9,9.6,1.124,0.786
M,174.5,96.3,117.0,104.8,105.3,66.7,44.2,38.8,42.8,10.8,1.081,0.786
M,180.3,77.9,100.5,88.0,96.5,56.0,39.0,32.8,41.5,12.1,1.099,0.786
M,178.6,69.5,98.0,80.5,93.6,56.8,35.0,30.7,40.7,9.4,1.109,0.786
M,178.9,55.7,86.0,68.3,86.5,49.6,33.7,27.0,40.3,9.5,1.121,0.786
M,176.1,72.7,105.5,83.5,96.3,54.6,37.0,32.6,40.5,10.5,1.109,0.786
M,181.0,72.8,97.0,78.2,93.0,55.6,39.2,32.0,41.5,11.3,1.113,0.786
M,171.1,70.5,100.0,82.4,96.8,57.0,36.7,33.0,41.4,10.5,1.114,0.786
M,169.1,79.4,102.3,88.0,100.8,59.7,37.1,33.4,40.6,8.7,1.11,0.786
M,175.1,76.3,99.5,81.5,99.5,59.5,41.6,34.1,38.1,8.4,1.121,0.786
M,179.2,93.1,103.0,96.2,106.8,63.0,43.0,34.9,38.1,5.5,1.104,0.786
M,177.8,88.6,106.0,97.8,104.9,62.9,37.8,36.8,39.8,9.7,1.096,0.786
M,173.6,73.6,97.0,82.2,97.3,58.6,38.6,34.2,40.6,8.3,1.115,0.786
M,167.8,63.7,93.3,76.0,93.1,53.5,34.6,31.0,41.0,8.1,1.121,0.786
M,177.0,71.8,94.5,82.8,96.2,58.5,36.4,33.3,41.4,9.4,1.11,0.786
M,174.4,77.2,105.5,87.0,97.5,57.8,36.0,32.6,42.1,11.4,1.104,0.786
M,172.5,81.5,102.7,83.4,100.3,60.5,38.2,35.1,39.0,8.1,1.119,0.786
M,174.2,85.4,106.0,94.2,96.3,58.6,39.7,35.6,40.3,7.8,1.085,0.786
M,169.7,75.4,102.8,83.6,101.0,58.3,37.0,34.4,41.6,7.0,1.121,0.786
M,167.4,102.3,115.3,105.0,112.5,72.0,45.0,43.0,38.8,3.9,1.098,0.786
M,167.2,65.9,95.3,78.7,92.6,56.5,34.5,31.7,40.4,8.7,1.113,0.786
M,184.1,80.7,105.6,84.0,98.7,60.2,38.4,36.4,41.7,9.9,1.112,0.786
M,173.9,68.7,90.5,79.0,97.6,58.4,37.0,33.3,40.2,8.0,1.123,0.786
M,180.8,79.0,103.9,82.1,99.8,58.3,37.4,35.6,40.8,8.3,1.119,0.786
M,164.3,61.6,100.0,72.3,89.5,52.0,34.7,31.7,37.2,6.8,1.122,0.786
M,174.8,69.8,95.4,79.0,97.7,57.5,33.3,35.6,41.5,10.2,1.123,0.786
M,176.0,80.9,105.7,91.0,98.5,59.7,40.2,35.0,40.9,9.8,1.097,0.786
M,169.6,56.1,86.0,71.1,89.5,50.9,32.2,29.0,38.7,10.7,1.123,0.786
M,171.7,61.6,85.8,71.7,88.5,52.0,37.5,27.7,38.3,10.2,1.119,0.786
M,181.2,65.7,94.3,73.6,90.3,49.4,38.9,29.9,41.5,9.7,1.117,0.786
M,172.8,70.5,96.0,80.0,95.1,57.8,39.7,31.6,40.4,8.0,1.115,0.786
M,177.2,82.4,104.8,90.9,102.2,62.0,39.1,35.6,37.8,7.8,1.106,0.786
M,179.9,76.6,98.5,84.2,96.5,59.8,37.0,35.7,40.3,9.5,1.107,0.786
M,172.3,72.0,97.0,81.0,94.1,58.0,38.4,34.1,38.6,11.2,1.11,0.786
M,170.6,63.5,92.8,77.8,92.8,54.7,35.9,30.9,38.0,12.2,1.115,0.786
M,174.2,66.9,94.3,73.0,94.7,56.5,36.2,30.4,40.6,10.9,1.13,0.786
M,176.0,78.2,101.3,87.2,98.0,60.0,38.5,33.7,41.2,12.8,1.105,0.786
M,183.6,94.4,104.0,94.4,104.5,60.9,41.9,33.7,38.8,6.3,1.102,0.786
M,178.0,97.5,111.4,100.5,108.8,64.9,41.6,38.0,40.1,6.0,1.099,0.786
M,171.1,78.6,105.2,83.8,103.6,62.6,39.3,34.8,39.3,10.8,1.126,0.786
M,180.4,64.7,96.0,73.0,91.6,53.8,35.5,30.3,41.0,9.5,1.121,0.786
M,177.5,88.6,104.3,90.0,108.5,64.0,40.6,35.0,39.5,10.5,1.122,0.786
M,176.1,88.5,109.0,101.9,107.2,62.9,39.4,34.7,40.4,7.6,1.092,0.786
M,161.3,81.6,108.4,97.7,104.7,65.0,42.7,34.4,39.7,6.8,1.097,0.786
M,170.0,58.6,88.7,75.8,89.5,52.1,38.4,27.5,40.7,12.1,1.112,0.786
M,156.0,61.0,97.8,87.4,88.5,51.7,37.9,30.3,36.8,8.7,1.083,0.786
M,175.0,64.9,100.7,79.4,90.1,55.7,36.8,30.2,38.3,11.3,1.104,0.786
M,172.3,70.1,101.1,87.9,91.2,52.8,37.6,31.1,38.5,10.1,1.088,0.786
M,172.0,60.6,94.8,78.4,89.3,50.4,35.7,29.1,38.6,9.9,1.105,0.786
M,175.5,65.8,90.4,81.7,92.3,53.8,37.8,31.3,40.5,12.1,1.104,0.786
F,161.5,52.5,85.1,71.4,88.3,54.1,33.8,28.3,37.7,8.8,1.122,0.786
F,162.1,53.7,87.3,71.8,90.8,55.5,36.1,27.6,34.6,8.1,1.127,0.786
F,159.6,56.4,91.2,77.0,94.9,53.7,32.6,29.4,33.9,5.0,1.125,0.786
M,166.0,65.4,100.1,84.9,91.0,52.2,35.6,30.5,37.9,7.8,1.095,0.786
M,165.0,73.7,105.0,97.7,101.3,57.0,36.2,33.5,37.7,8.9,1.089,0.786
M,174.6,75.1,100.5,93.9,93.4,55.3,38.7,32.7,39.6,6.0,1.079,0.786
M,167.0,64.8,95.1,85.2,94.6,52.8,34.0,32.2,38.6,7.8,1.103,0.786
M,171.0,71.9,100.0,91.2,97.3,57.6,37.0,33.8,38.9,9.4,1.094,0.786
M,169.2,74.2,103.1,98.1,95.5,57.0,36.7,33.1,37.5,6.1,1.074,0.786
M,162.6,71.5,106.5,89.3,97.6,57.3,38.3,33.2,37.0,5.7,1.1,0.786
M,162.0,62.1,98.4,84.3,91.7,52.4,37.0,32.0,38.8,10.4,1.098,0.786
M,169.7,73.2,103.3,95.3,95.0,56.9,39.0,33.4,40.7,10.3,1.079,0.786
M,167.5,70.7,97.6,90.8,93.2,54.3,39.0,32.9,39.8,10.3,1.086,0.786
M,174.8,67.6,96.0,86.3,95.5,52.7,37.6,30.8,38.8,11.6,1.101,0.786
M,164.8,73.5,103.6,91.4,94.3,55.9,41.7,32.8,39.4,6.3,1.087,0.786
M,165.0,59.6,97.5,78.2,90.4,53.5,36.1,29.3,39.3,9.8,1.11,0.786
M,164.0,90.9,113.5,110.7,106.9,63.3,43.5,36.7,39.5,9.1,1.071,0.786
M,170.0,65.6,94.2,82.9,90.2,54.0,38.5,27.8,38.8,10.0,1.097,0.786
M,179.2,63.5,94.4,76.9,92.8,51.0,34.2,30.0,40.3,7.9,1.115,0.786
M,170.0,80.0,108.4,97.9,102.3,59.9,39.4,35.7,39.1,8.5,1.09,0.786
M,170.1,63.9,94.2,81.8,91.9,53.5,37.4,31.8,38.6,11.0,1.104,0.786
M,168.0,70.1,96.3,87.4,92.1,54.9,40.2,31.1,38.6,9.4,1.091,0.786
M,162.6,59.3,93.2,80.5,90.0,52.9,37.6,32.7,37.8,8.1,1.103,0.786
M,176.2,68.9,96.1,83.3,95.6,53.8,38.3,31.5,38.8,10.1,1.108,0.786
M,180.2,82.9,107.8,87.7,100.2,62.0,38.9,35.1,40.9,8.7,1.108,0.786
M,175.3,68.4,99.3,80.9,93.9,55.9,38.9,30.7,39.2,10.1,1.11,0.786
M,166.0,70.6,99.8,93.0,96.5,56.8,38.5,32.8,39.1,10.8,1.088,0.786
M,177.5,68.1,95.4,78.5,94.5,56.5,37.4,32.2,37.4,9.4,1.116,0.786
M,169.2,63.7,96.8,82.9,90.7,52.5,37.2,31.3,36.5,10.2,1.098,0.786
M,172.2,79.3,108.8,88.7,102.3,61.3,41.7,34.9,38.9,11.5,1.112,0.786
M,160.6,70.6,103.6,88.3,98.3,59.3,39.5,34.0,37.5,8.8,1.105,0.786
M,167.8,74.5,104.0,88.3,99.8,60.6,38.3,33.0,41.3,8.7,1.107,0.786
M,177.0,69.0,100.6,84.8,96.3,53.2,35.8,31.5,40.7,6.8,1.106,0.786
M,176.0,100.0,117.2,101.9,106.2,64.3,45.0,38.4,39.0,8.4,1.09,0.786
M,162.6,83.4,111.6,100.7,101.0,64.8,41.1,38.0,37.8,7.3,1.081,0.786
M,171.0,79.5,108.0,95.8,97.1,55.7,40.4,33.7,39.5,8.5,1.083,0.786
M,174.6,87.5,107.9,100.9,104.7,62.7,42.7,35.8,43.2,9.0,1.089,0.786
M,181.0,76.3,102.7,87.9,95.8,54.2,37.6,31.1,39.0,7.6,1.097,0.786
M,163.0,55.7,90.3,81.8,85.5,48.0,34.6,28.8,37.3,9.0,1.089,0.786
M,167.1,66.6,99.3,85.3,97.8,59.2,37.4,31.5,38.9,10.0,1.11,0.786
M,167.0,64.0,96.1,85.9,91.4,54.2,35.4,30.3,37.9,8.1,1.093,0.786
M,174.1,83.1,108.5,98.9,103.9,57.3,35.1,33.3,42.4,8.7,1.091,0.786
M,171.9,80.5,109.4,98.6,97.7,52.0,34.8,34.6,40.1,8.5,1.078,0.786
M,176.3,101.7,119.7,106.7,109.0,68.7,44.5,39.6,42.9,9.1,1.085,0.786
M,171.8,71.0,102.8,85.9,95.4,54.4,37.7,31.5,41.8,8.6,1.102,0.786
M,172.0,78.7,102.8,94.9,103.5,63.1,40.2,33.8,43.1,9.3,1.1,0.786
M,172.0,86.7,111.6,100.4,101.7,64.5,40.0,36.4,41.6,12.0,1.083,0.786
M,174.4,76.3,110.4,84.4,100.4,59.2,40.2,34.4,42.3,5.9,1.117,0.786
M,176.7,85.6,110.1,95.1,102.3,63.7,40.4,33.9,39.9,6.3,1.096,0.786
M,176.9,65.2,93.0,82.7,92.7,54.0,35.4,29.8,38.9,7.4,1.103,0.786
M,167.5,69.9,101.1,89.7,97.1,57.8,38.6,33.1,39.1,8.2,1.098,0.786
M,169.7,87.1,105.9,99.1,106.1,68.6,42.4,34.8,37.5,6.6,1.096,0.786
M,169.8,58.8,91.9,80.7,89.3,53.0,33.5,30.3,38.6,9.3,1.1,0.786
M,168.3,89.1,120.0,101.0,102.8,66.1,40.1,40.4,42.3,11.2,1.084,0.786
M,173.3,75.4,104.1,85.7,97.7,61.1,35.4,34.1,39.3,8.2,1.108,0.786
M,175.9,79.7,105.4,94.4,96.5,59.7,35.6,34.4,39.9,4.8,1.085,0.786
M,176.2,76.3,98.6,92.7,95.9,60.8,38.1,33.7,39.5,10.7,1.087,0.786
M,168.5,72.2,102.5,85.7,94.5,55.5,38.7,35.9,38.3,10.2,1.101,0.786
M,164.5,75.8,104.5,94.4,98.3,64.5,40.1,33.9,39.5,9.6,1.089,0.786
M,173.5,73.9,99.9,90.7,98.5,59.9,38.7,31.6,41.1,6.8,1.098,0.786
M,169.2,60.2,92.6,80.8,90.4,52.3,35.5,30.1,40.6,9.0,1.103,0.786
M,164.7,64.5,99.5,82.3,99.0,58.4,36.0,31.5,37.8,7.0,1.121,0.786
M,170.2,72.7,106.5,88.8,97.0,58.6,36.0,34.2,41.3,9.1,1.099,0.786
M,179.2,88.2,109.6,96.5,106.8,63.2,43.6,35.4,43.4,8.7,1.103,0.786
M,175.2,72.1,103.5,84.3,96.3,58.5,37.8,36.2,40.3,8.3,1.107,0.786
M,169.2,84.3,101.7,96.2,106.2,63.0,43.4,34.1,40.8,5.5,1.104,0.786
M,180.8,77.2,103.5,92.3,97.3,60.5,35.8,32.8,41.4,8.7,1.091,0.786
M,171.0,62.9,97.9,87.5,90.5,53.6,35.9,30.6,36.1,9.4,1.087,0.786
M,166.0,55.0,91.1,74.7,89.5,53.5,34.9,28.0,37.7,10.4,1.116,0.786
M,178.3,85.6,106.3,100.0,99.4,61.5,40.9,35.3,41.1,4.0,1.079,0.786
M,166.3,89.7,112.5,106.7,104.8,65.1,44.2,37.1,41.7,7.9,1.075,0.786
M,171.0,72.8,100.7,92.8,94.9,57.8,39.3,32.7,38.1,7.0,1.085,0.786
M,166.6,79.2,111.0,95.9,98.2,61.9,41.1,36.5,41.5,9.2,1.086,0.786
M,169.1,74.7,104.0,93.2,98.7,57.8,38.1,32.9,40.0,9.3,1.093,0.786
M,161.0,67.2,99.7,90.3,94.8,60.1,38.3,34.4,40.6,7.5,1.091,0.786
M,168.5,75.3,104.8,93.9,97.8,59.5,37.8,34.5,39.6,6.2,1.089,0.786
M,174.3,64.5,94.7,77.8,92.1,54.5,33.9,31.5,40.3,7.9,1.113,0.786
M,163.0,70.0,100.0,93.0,97.7,59.5,35.3,30.5,38.8,8.0,1.092,0.786
M,162.3,66.9,98.9,93.7,92.2,58.1,35.9,33.1,35.9,9.1,1.076,0.786
M,175.3,77.1,100.5,93.7,98.9,61.9,39.0,33.5,40.5,8.3,1.092,0.786
M,169.1,59.0,90.7,78.9,91.0,57.1,37.8,28.5,38.3,10.6,1.109,0.786
M,174.8,79.5,109.7,93.0,99.6,62.5,40.1,34.5,42.6,7.9,1.095,0.786
M,170.2,69.6,102.4,86.0,97.2,57.1,38.2,31.4,38.0,7.7,1.106,0.786
M,176.2,83.5,100.6,95.1,102.0,61.0,41.9,34.8,40.7,8.3,1.096,0.786
M,168.0,75.0,102.5,91.6,96.5,59.3,38.8,31.9,38.6,4.9,1.092,0.786
M,172.1,79.2,107.9,94.5,99.4,59.5,37.4,35.2,40.7,7.9,1.091,0.786
M,152.5,52.8,92.2,77.9,86.5,54.6,32.7,29.4,37.2,5.9,1.103,0.786
M,161.1,63.8,96.5,94.0,89.8,55.6,34.8,30.1,36.0,5.8,1.07,0.786
M,174.4,79.8,109.0,91.8,100.1,64.4,40.0,34.7,40.9,11.4,1.099,0.786
M,173.2,84.5,111.8,99.5,102.0,64.2,38.8,36.7,37.0,6.3,1.086,0.786
M,171.2,76.7,104.8,92.3,103.0,58.8,38.9,32.1,39.9,6.7,1.105,0.786
M,171.5,76.7,105.1,98.2,99.7,58.0,39.8,33.9,41.3,12.7,1.083,0.786
M,174.5,77.5,103.2,91.8,99.8,59.3,39.1,32.1,40.8,6.7,1.098,0.786
M,190.2,97.7,114.8,96.6,103.5,63.0,41.3,36.1,42.5,7.5,1.095,0.786
M,170.0,70.1,100.7,84.5,96.9,59.3,38.9,31.8,40.2,9.6,1.109,0.786
M,167.5,70.4,101.4,87.8,93.4,59.0,38.1,32.1,39.1,8.4,1.093,0.786
F,153.3,60.2,94.9,95.4,92.1,50.4,35.0,30.7,35.1,7.7,1.071,0.786
F,156.4,45.0,79.5,68.5,88.5,49.8,31.2,24.8,35.8,8.5,1.131,0.786
M,179.6,82.1,101.3,93.7,100.5,58.4,39.0,34.6,41.2,10.6,1.095,0.786
M,175.7,69.0,98.6,86.1,94.9,55.5,37.0,30.1,38.5,9.9,1.1,0.786
M,165.5,76.9,108.0,95.3,97.0,57.2,40.9,35.0,39.7,7.6,1.084,0.786
M,179.8,87.2,106.2,95.6,105.3,62.5,40.9,36.4,40.8,5.7,1.102,0.786
M,161.4,53.2,93.0,82.2,84.7,48.5,34.0,27.3,38.2,11.1,1.086,0.786
M,174.5,83.8,111.3,103.3,99.0,54.8,40.5,35.8,41.2,8.4,1.07,0.786
M,177.0,83.8,106.8,95.2,100.1,59.9,42.0,34.8,41.6,9.7,1.091,0.786
M,162.0,56.1,99.5,82.2,83.7,48.2,35.6,30.2,37.3,9.2,1.084,0.786
M,167.3,61.3,96.4,79.4,91.8,52.2,36.5,28.2,37.7,7.9,1.11,0.786
M,172.5,63.8,98.7,87.3,92.0,53.1,36.5,31.3,39.9,7.9,1.091,0.786
M,175.5,80.8,103.5,91.6,98.7,61.3,44.4,34.2,39.4,8.6,1.096,0.786
M,170.8,76.3,101.5,100.5,101.7,58.0,38.8,33.5,38.5,11.3,1.083,0.786
M,166.7,78.7,107.0,102.7,99.5,60.3,39.9,33.7,39.7,3.9,1.072,0.786
